X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
2282,290,24,108,37,543,147,228,219,1798,0
2294,303,17,256,68,1188,170,229,199,811,0
2630,199,11,424,10,1639,216,250,167,1851,0
2746,200,33,309,154,2989,188,247,171,1440,0
2651,270,1,365,118,511,216,238,160,1398,0
2505,305,15,285,73,335,177,231,193,1847,0
2529,120,22,474,-70,684,251,215,80,1273,0
2552,121,21,95,28,1513,250,218,85,1415,0
2125,32,37,309,74,404,185,135,60,408,0
2375,73,14,192,5,424,236,213,105,722,0
2055,90,26,30,11,335,248,190,54,335,1
2555,21,15,379,107,1209,209,207,132,1124,0
2661,165,25,180,84,1795,233,239,122,1224,0
2503,260,8,595,113,934,200,245,183,376,0
2713,188,19,400,-16,2248,218,250,158,2389,0
2322,331,12,382,38,1302,191,225,173,914,0
2542,188,18,124,35,1878,219,250,159,1703,0
2525,113,13,60,-17,1317,242,226,110,1448,0
2368,57,11,180,8,376,228,216,120,700,0
2220,302,30,190,140,437,122,210,220,408,0
2365,54,19,258,121,1290,227,195,93,1170,0
2016,245,31,30,8,124,144,246,228,218,0
2534,131,14,120,-8,1182,242,232,116,1471,0
2702,152,5,242,18,918,226,240,149,420,0
2592,178,25,150,62,997,222,245,141,1381,0
2526,15,10,480,39,907,211,219,144,1302,0
2150,342,30,210,107,255,146,182,166,757,0
2116,278,23,30,13,842,152,237,221,258,0
2227,280,29,108,60,1131,130,229,232,618,0
2354,125,20,175,67,1383,249,221,91,911,0
2164,161,28,134,15,663,235,233,109,690,0
2320,229,20,324,207,999,187,254,199,466,1
2393,126,18,390,99,457,248,224,97,997,0
2518,26,13,30,6,1165,213,211,132,1600,0
1927,176,16,95,28,120,227,247,147,779,0
2762,66,12,180,32,2544,232,215,114,2107,0
2285,26,26,234,140,1064,198,175,101,1503,0
2089,175,28,30,8,540,222,241,132,582,0
2567,155,13,551,118,573,235,241,133,691,0
2332,311,37,192,124,228,100,187,214,1262,0
1974,51,38,67,54,108,209,131,24,371,0
2708,159,24,150,39,2095,237,236,114,2408,0
2556,174,18,430,182,819,228,246,142,918,0
2330,313,23,228,99,892,153,216,200,242,0
2094,79,25,175,66,309,243,187,59,589,0
2502,136,32,277,97,1233,249,209,61,1187,0
2742,334,10,319,62,1590,197,227,169,2037,0
2613,131,13,216,57,1231,241,232,119,1273,0
2530,152,34,301,125,1271,239,218,79,1148,0
2626,166,9,256,26,537,228,243,148,1165,0
2617,352,10,480,-22,787,202,222,158,834,0
2123,231,14,234,97,430,198,252,189,499,0
2336,161,38,170,62,150,227,218,85,815,0
2368,120,7,108,-1,457,232,235,136,789,0
1969,109,21,67,16,108,250,212,80,402,0
2513,305,9,323,81,301,195,235,181,1849,0
2399,115,4,309,112,1181,227,236,144,1106,0
2697,128,12,0,0,1915,239,233,122,234,0
2497,196,17,30,1,1180,214,252,166,1292,0
2407,296,36,268,183,1231,101,204,231,930,0
2237,123,32,95,39,934,254,198,46,912,0
2759,98,15,443,125,2632,244,217,99,2079,0
2146,247,22,417,100,457,169,250,215,882,0
2300,26,26,371,143,834,198,174,100,983,0
2540,157,8,361,49,850,229,241,145,1158,0
2216,332,32,134,63,1068,130,182,181,730,0
2289,9,14,85,18,690,204,212,144,624,0
2672,173,29,212,125,2519,224,239,127,1057,0
2294,351,22,0,0,1012,175,196,155,888,1
2307,285,42,153,100,277,76,200,245,1348,0
2742,197,14,297,146,2875,216,251,167,1351,0
2206,6,26,42,11,853,179,180,130,360,0
2581,131,18,240,46,1434,246,227,102,2166,0
2019,110,22,0,0,330,251,211,77,390,1
2484,101,8,216,41,150,233,230,129,1744,0
2563,140,30,306,-36,420,248,215,71,1114,0
2378,75,21,124,37,433,240,194,74,842,0
2178,34,30,95,46,1050,201,161,78,1565,0
2217,82,33,228,155,180,243,162,21,283,0
2118,340,31,95,18,418,140,179,168,451,0
2300,181,26,120,50,997,218,245,143,376,0
2525,152,19,124,20,1761,240,236,117,778,0
2424,211,6,240,80,1008,216,245,166,1482,0
2106,305,30,67,33,1384,125,208,217,684,0
2573,319,21,361,86,892,161,216,193,1136,0
2578,167,11,560,108,638,229,244,145,726,0
2337,347,35,331,147,1253,133,161,152,277,0
2617,173,26,361,89,942,225,242,131,1033,0
2149,108,37,124,77,646,253,170,9,42,1
2566,32,24,342,85,1371,206,179,98,571,0
1938,11,28,0,0,60,178,171,119,573,0
2449,207,13,323,21,789,211,252,174,1116,0
2231,328,19,60,10,607,170,214,182,1758,0
2578,181,29,150,57,2224,215,243,141,981,0
2144,342,20,297,-16,492,174,205,167,646,0
2335,0,2,228,56,499,216,235,156,646,0
2362,19,24,180,68,1015,194,181,114,666,0
2475,274,7,170,73,661,202,242,179,1597,0
2219,339,27,85,29,949,151,190,171,1368,0
2380,318,25,30,17,1048,147,209,198,1206,0
2508,98,27,30,14,1123,252,191,49,558,0
2524,321,33,180,110,319,119,187,198,907,0
2399,101,18,67,18,959,247,213,88,924,0
2533,146,15,283,78,841,239,237,123,966,0
2204,249,20,30,9,446,174,250,211,1279,0
2238,306,21,30,7,870,159,223,203,361,0
2548,350,14,484,61,930,193,215,160,1195,0
2635,140,19,60,12,1282,244,231,108,824,0
2134,328,36,256,111,382,112,174,187,457,0
2273,162,14,42,11,255,233,243,137,319,0
2683,136,16,342,3,1550,243,232,113,967,0
2378,338,15,516,181,832,187,218,170,1478,0
2039,71,33,30,19,285,235,157,26,721,0
2483,358,18,180,55,842,191,205,150,1154,0
2536,142,8,514,55,853,232,238,139,1173,0
2137,93,24,150,90,1092,249,196,62,400,0
2089,16,37,190,45,277,164,140,90,421,0
2380,354,19,210,82,339,185,203,153,361,0
2087,92,34,60,43,272,249,168,19,540,0
2318,85,37,240,28,716,244,154,6,499,0
2086,133,19,0,0,218,246,228,102,641,1
2079,331,28,182,152,212,144,194,183,658,0
2294,295,15,323,152,937,176,235,198,1055,0
2590,102,35,495,182,466,252,172,16,1379,0
2218,266,27,190,78,842,140,239,231,417,0
2280,315,22,277,127,618,158,217,197,417,0
2395,73,15,234,21,420,236,211,103,720,0
2599,111,7,30,-2,1558,233,232,131,1084,0
2507,343,9,313,24,420,202,226,163,1699,0
2365,280,17,560,144,646,171,240,208,1620,0
2002,81,25,150,6,124,244,188,60,124,0
2364,133,18,175,77,1205,246,228,103,994,0
2532,102,22,242,19,1165,251,204,70,1116,0
2439,358,12,150,28,731,201,217,154,1509,0
2461,237,20,85,25,552,181,253,205,641,0
2437,61,20,361,112,1544,232,195,87,330,0
2489,70,27,330,124,768,237,175,51,1342,0
1962,50,24,42,19,95,223,182,81,335,0
2528,139,13,30,6,1057,239,236,124,1826,0
2252,47,19,42,9,616,223,195,99,618,0
2302,85,39,285,12,631,242,146,0,552,0
2617,213,13,342,188,1863,207,252,178,541,0
2593,135,4,30,-2,2144,227,238,145,1499,0
2624,334,9,376,149,2258,199,228,168,450,0
2128,56,2,182,64,457,220,235,151,787,0
2548,156,11,190,19,2014,233,241,139,1848,0
2560,175,13,95,15,1731,227,246,149,1680,0
2593,94,30,60,13,1570,251,181,37,1200,0
2460,43,10,134,52,255,222,217,129,379,0
2143,280,36,30,22,808,100,216,243,659,0
2427,316,25,95,55,953,146,210,200,1293,0
2131,46,34,242,81,706,209,147,49,799,0
2261,5,41,120,64,1583,137,128,103,932,0
2630,147,7,408,122,1574,229,239,143,1884,0
2417,216,6,30,-4,1749,214,246,169,201,0
2237,21,25,0,0,1299,195,178,109,663,0
2240,343,28,127,50,957,154,186,164,1374,0
2331,316,23,216,93,854,152,213,198,283,0
2154,63,7,0,0,1498,226,226,134,247,1
2308,89,10,120,21,1194,235,224,120,962,0
2032,263,14,30,0,466,183,246,201,579,0
2714,174,11,30,0,1087,227,246,150,511,0
2452,346,29,190,51,1226,152,180,158,816,0
2150,297,20,430,148,532,159,229,208,255,0
2387,4,16,30,9,492,198,208,146,957,0
2558,72,2,591,15,1041,222,234,149,1301,0
2056,67,32,170,136,201,232,158,33,457,0
2198,102,34,283,26,664,252,174,20,677,0
2733,148,20,335,149,1660,242,234,113,1134,0
2349,35,27,323,107,1231,206,170,86,912,0
2107,337,33,295,215,323,129,174,172,90,0
2190,312,22,108,34,1050,157,219,200,816,0
2311,52,8,0,0,968,225,223,132,912,1
2454,291,16,297,128,342,174,236,202,430,0
2641,138,14,309,1,849,241,234,119,607,0
2089,261,28,127,66,192,140,241,232,558,0
2478,82,14,67,8,1565,239,214,103,648,0
2304,337,23,127,45,696,164,202,173,499,0
2519,229,20,124,54,592,186,254,200,1092,0
2298,9,11,192,33,750,208,219,147,607,0
2211,8,3,0,0,799,216,232,154,319,0
2559,235,15,323,60,2407,193,252,194,553,0
2483,135,13,212,42,272,240,234,120,1044,0
2123,46,23,0,0,1100,220,184,88,1456,1
2558,81,36,60,21,1676,242,154,11,1082,0
2324,285,39,242,158,1276,87,207,243,642,0
2796,176,8,67,8,1207,224,245,154,1194,0
2218,307,29,256,146,1383,129,209,213,708,0
2353,172,21,361,59,891,229,244,137,420,1
2481,226,25,450,73,395,177,254,204,1073,0
2344,128,17,127,21,127,245,228,106,631,0
2337,94,11,0,0,175,238,223,115,774,1
2632,200,6,404,96,618,218,246,163,1579,0
2388,50,15,212,63,306,226,207,111,591,0
2225,43,33,212,68,949,206,150,55,1549,0
2543,127,14,319,52,892,243,230,113,1165,0
2148,156,25,60,12,339,239,233,108,524,0
2439,2,16,421,251,912,195,207,148,1048,0
2550,337,22,351,63,864,166,203,173,1218,0
2384,58,10,212,14,1179,228,218,123,765,0
2587,233,7,192,40,1214,208,247,175,1061,0
2695,134,15,218,8,1398,242,232,116,808,0
2772,151,6,268,42,2654,228,240,146,2061,0
2503,198,14,90,18,1110,215,251,168,1064,0
2432,237,22,446,125,331,176,253,208,864,0
2093,346,23,256,85,362,169,197,162,180,0
2493,239,15,0,0,1015,191,252,197,666,0
2208,132,31,216,36,677,251,207,59,696,0
2372,34,24,306,128,1442,209,180,96,618,0
2182,344,31,120,57,912,144,176,161,524,0
2472,219,36,67,43,1749,157,246,203,362,0
2670,108,12,624,24,730,241,225,112,1231,0
2141,351,23,323,134,362,174,195,155,543,0
2541,135,29,540,133,514,250,214,70,1273,0
2331,98,21,301,134,674,249,205,73,1645,1
2660,91,14,366,38,1758,241,218,104,2206,0
2507,171,23,60,2,1812,228,243,133,860,0
2114,126,30,85,59,301,253,204,55,573,0
2427,94,26,180,81,433,250,191,53,892,0
2575,272,5,481,105,768,205,242,175,808,0
2335,52,9,255,48,541,225,221,130,631,0
2483,279,17,190,20,60,170,240,208,488,0
2114,336,35,108,70,150,122,170,174,886,0
2055,134,31,192,49,295,250,209,62,641,0
2485,60,16,67,10,1064,231,204,101,942,0
2097,16,20,323,170,361,198,193,127,708,0
2662,185,21,120,55,1959,219,249,154,2694,0
2421,56,14,90,34,886,228,211,113,1361,0
2644,206,32,124,79,2659,184,249,180,1020,0
2479,336,10,492,209,1075,198,226,168,660,0
2296,318,22,30,16,631,158,214,194,633,0
2196,279,39,234,75,600,90,213,246,457,0
2115,198,18,150,51,450,211,253,170,741,0
2710,103,16,218,55,2356,245,217,96,2438,0
2598,228,13,258,51,1153,201,251,186,1041,0
2386,257,22,90,35,390,165,247,218,752,0
2154,32,33,90,37,1142,193,150,71,1138,0
2334,311,24,234,114,969,148,215,204,162,0
2201,43,31,134,69,1040,210,158,63,1589,0
2006,53,12,0,0,255,227,215,120,366,1
2497,234,42,124,71,1875,120,236,226,272,0
2291,157,15,134,29,150,235,241,132,216,0
2230,320,24,42,17,849,152,210,194,283,0
2501,252,27,319,122,750,150,246,227,1486,0
2550,134,21,150,28,1140,248,226,96,1725,0
2589,161,19,30,8,1542,235,241,128,2665,0
2400,279,17,124,49,510,172,240,207,847,0
2384,292,33,350,142,738,110,212,233,350,0
2494,21,7,306,51,67,216,226,147,1716,0
2669,130,20,300,90,1595,248,225,96,1020,0
2599,216,21,342,185,1677,193,254,190,671,0
2394,278,30,247,114,488,125,228,235,1838,0
2157,136,38,210,138,466,247,196,40,216,0
2428,197,23,42,19,1302,207,252,169,858,0
2434,8,12,433,244,1062,206,217,147,1055,0
2771,146,16,120,7,1060,240,236,120,816,0
2597,208,19,210,-31,1167,202,254,180,967,0
2517,132,17,134,57,1033,245,228,105,1436,0
2086,35,34,285,77,420,195,147,65,430,0
2393,49,19,0,0,693,224,195,97,1170,1
2545,2,25,495,-54,953,176,183,137,1006,0
2704,185,11,360,70,2361,222,248,157,2301,0
2233,69,34,30,17,1230,233,153,23,511,0
2498,315,18,277,69,365,171,223,191,1825,0
2275,293,30,60,37,849,123,217,227,708,0
2271,133,36,300,171,768,249,197,41,272,1
2357,109,11,108,24,170,240,227,116,649,0
2259,8,15,30,-1,450,201,208,143,1650,0
2858,107,22,679,226,2630,251,209,75,1837,0
2410,20,22,297,94,1455,199,187,117,342,0
2308,108,34,127,61,1546,254,179,23,342,0
2612,143,24,67,21,2021,246,226,94,1537,0
2414,57,10,541,94,641,227,219,125,1195,0
2638,208,5,162,61,1341,217,244,164,1425,0
2266,358,12,0,0,902,202,218,154,433,1
2399,77,9,420,9,1040,232,224,125,1045,0
2664,64,7,361,43,1026,227,226,133,983,0
2325,152,16,319,137,1273,238,239,127,1075,1
2520,27,20,484,117,1012,207,193,115,949,0
2261,130,12,30,3,782,240,233,122,598,0
2319,265,14,360,57,201,184,246,200,430,0
2270,53,9,430,112,1421,226,220,128,902,0
2285,21,25,192,80,976,195,178,109,180,0
2094,317,29,42,16,1382,131,200,202,700,0
2346,132,19,60,5,182,247,226,99,677,0
2599,138,33,577,191,547,248,207,58,1410,0
2471,153,24,240,-78,1260,241,232,106,1507,0
2095,126,35,376,31,404,252,194,38,904,0
2581,162,15,552,111,616,233,243,136,659,0
2809,156,3,201,21,1132,223,239,152,1236,0
2313,38,24,170,70,607,212,179,90,680,0
2613,10,16,277,57,474,202,207,140,966,0
2362,127,22,108,57,789,250,220,86,721,0
2260,21,25,210,70,1062,196,180,110,216,0
2067,68,35,285,108,323,231,148,18,300,0
2326,121,34,153,85,297,254,191,36,1813,1
2097,274,21,95,33,534,160,240,217,819,0
2557,101,27,162,20,1476,252,193,50,886,0
2328,277,25,256,75,390,145,235,226,603,0
2401,211,10,277,34,1140,212,249,172,1507,0
2198,285,27,60,22,752,134,227,227,658,0
2123,345,23,201,111,255,168,196,162,552,0
2454,89,16,85,12,1865,242,213,97,323,0
2371,327,24,120,0,1103,155,206,187,1142,0
2701,299,8,242,23,2079,197,237,180,1679,0
2427,117,23,30,0,858,252,211,74,1216,0
2083,88,33,272,19,376,247,168,23,765,0
2778,304,13,503,121,1655,185,233,188,1875,0
2659,213,37,60,37,2241,161,244,192,607,0
2275,303,33,234,-22,474,114,205,222,576,0
2601,162,15,85,16,1756,234,242,135,2859,0
2688,136,22,212,59,2486,248,225,94,2295,0
2755,113,10,342,66,2848,238,229,120,1290,0
2386,322,23,90,48,1231,157,211,191,912,0
2557,13,22,120,29,1298,192,188,126,1544,0
2278,305,39,170,91,1199,87,187,224,450,0
2612,212,16,319,183,1871,205,253,180,511,0
2552,224,14,283,92,2279,201,252,186,424,0
2739,48,11,42,9,2408,224,215,123,2254,0
2551,119,9,30,-1,1356,235,233,128,1351,0
2632,258,12,300,28,1788,191,247,195,721,0
2313,140,26,319,87,382,248,221,85,743,0
2337,66,19,424,156,1140,235,199,88,1248,1
2460,45,1,60,10,870,219,236,154,234,0
2443,68,23,212,59,626,236,188,71,1410,0
2432,29,6,0,0,524,218,227,145,1732,0
2739,65,5,212,55,1590,225,230,140,2118,0
2352,41,9,0,0,789,221,220,133,1116,1
2512,133,37,323,-37,1282,249,194,37,1195,0
2590,198,23,218,83,1909,206,252,170,1648,0
2687,163,12,366,80,2229,231,243,141,2418,0
2181,116,7,30,2,216,233,233,133,404,0
2447,300,24,361,181,1205,146,222,213,648,0
2481,15,5,268,94,810,215,229,150,201,0
2069,110,29,268,138,283,254,193,44,474,0
2537,319,9,306,11,618,196,232,175,1203,0
2029,73,19,153,14,421,239,200,84,511,0
2373,246,6,430,207,1465,208,244,174,702,0
2355,328,22,361,180,1399,160,208,184,569,0
2453,245,20,190,47,216,175,251,210,437,0
2670,195,27,180,86,1826,204,250,164,1308,0
2225,347,31,150,113,716,146,173,155,319,0
2416,359,24,474,226,1273,176,187,143,395,0
2242,21,20,0,0,1506,203,195,123,972,1
2623,331,13,531,65,691,189,223,174,876,0
2544,342,14,459,57,960,189,217,166,1216,0
2056,87,32,201,123,218,247,170,27,402,0
2362,268,22,350,109,384,159,243,220,690,0
2662,126,16,382,22,787,245,227,106,497,0
2012,337,38,124,86,134,112,160,170,726,0
2354,74,10,404,161,990,232,222,122,1384,1
2527,125,11,201,62,576,239,232,121,1075,0
2490,66,33,85,16,1725,230,155,31,426,0
2284,98,30,210,87,658,252,184,37,1635,1
2388,159,12,277,101,1142,232,242,139,1090,0
2137,46,28,258,187,283,216,167,68,247,0
2762,62,9,190,32,2340,228,221,125,2300,0
2288,316,14,30,6,283,183,228,184,484,0
2480,90,1,30,-5,1630,220,237,153,816,0
2506,134,17,120,-36,1298,245,230,107,1515,0
2583,180,7,108,6,698,223,245,156,1236,0
2465,114,5,30,-1,1471,228,235,141,663,0
2394,48,14,0,0,1140,224,208,115,1061,0
2509,226,30,67,34,1518,164,251,209,1168,0
2598,127,12,268,28,1423,240,232,121,1077,0
2047,335,21,492,68,591,168,207,176,371,0
2587,208,27,120,-16,1749,189,252,184,1513,0
2655,123,16,404,15,765,246,226,103,510,0
1931,214,7,0,0,30,213,247,0,433,0
2441,97,28,150,47,875,251,189,47,1001,0
2629,121,13,270,45,1634,242,228,113,2469,0
2161,344,38,0,0,713,120,155,156,595,0
2418,94,26,85,20,752,250,190,52,793,0
2585,184,22,30,11,1710,219,249,151,1243,0
2516,47,23,120,39,914,221,184,87,997,0
2324,315,0,361,181,1074,217,237,157,451,0
2218,335,37,180,84,955,115,165,174,503,0
2468,6,31,162,67,408,166,163,121,564,0
2804,166,9,150,18,1075,228,244,148,1006,0
2514,113,25,510,-85,598,253,204,62,1288,0
2619,216,14,323,15,1678,205,253,181,726,0
2419,168,25,108,33,124,230,240,126,812,0
2197,238,21,300,154,342,178,253,207,872,0
2318,346,32,218,163,1237,142,172,157,1310,0
2673,67,18,150,49,1490,235,201,91,1356,0
2101,122,29,67,28,430,254,203,56,700,0
2228,334,40,120,73,1345,102,156,174,1224,0
2423,92,17,42,3,1064,244,212,92,1116,0
2174,293,23,371,277,404,151,228,215,365,0
2446,220,37,60,-18,607,152,244,204,1104,0
2100,34,33,150,56,283,194,149,68,395,0
2274,62,38,256,113,771,222,137,14,390,0
2416,343,21,497,226,1316,171,202,166,454,0
1970,128,25,212,67,212,251,216,78,782,0
2368,324,27,300,113,646,141,199,192,450,0
2707,118,14,242,11,1383,243,227,110,799,0
2508,332,9,604,125,703,198,228,170,511,0
2235,140,30,85,52,1230,248,215,72,1062,1
2044,107,19,0,0,726,248,215,88,664,1
2381,250,24,300,91,828,161,248,220,430,1
2167,102,15,190,33,1356,244,219,100,324,0
2006,86,41,150,98,175,241,141,0,495,0
2264,21,26,210,-1,871,192,174,107,283,0
2305,297,38,150,91,794,90,197,232,1606,0
2351,127,21,182,64,1158,249,221,89,1020,0
2322,245,9,351,-117,42,202,247,183,474,0
2424,151,27,127,64,361,242,228,97,1195,0
2419,21,32,268,6,730,182,156,93,1521,0
2194,93,18,0,0,1471,245,211,89,534,1
2119,18,34,67,34,912,172,149,94,671,0
2174,266,28,127,52,810,139,238,232,324,0
2084,14,10,0,0,794,211,220,145,162,1
2285,142,21,228,122,1406,245,229,101,907,1
2651,210,13,85,29,1981,209,252,176,2067,0
2075,203,26,170,58,564,197,252,176,382,0
2203,285,34,212,122,1458,110,218,237,726,0
2378,108,11,134,4,510,239,227,117,812,0
2259,353,36,216,133,876,135,153,139,390,0
2651,139,17,691,8,693,243,232,112,1260,0
2336,36,4,30,3,0,220,230,147,789,0
2300,72,26,192,86,1590,239,179,54,819,0
2275,73,22,376,37,509,239,194,74,390,0
2286,223,15,362,76,787,199,253,188,684,0
2616,239,29,306,190,2049,153,249,222,335,0
2516,112,24,170,16,1113,253,207,68,1020,0
2004,340,38,108,77,124,117,158,163,708,0
2226,186,23,30,11,1110,217,249,153,342,1
2586,45,21,426,179,1209,221,190,95,730,0
2216,109,32,242,44,684,254,185,32,700,0
2179,18,31,379,128,492,180,158,99,417,0
2226,2,40,60,29,510,136,136,114,598,0
2536,138,31,342,-63,390,248,212,67,1087,0
2414,317,27,120,62,1031,140,205,200,1200,0
2564,235,14,335,65,2436,196,252,191,576,0
2221,85,6,228,85,127,228,230,136,335,0
2551,135,3,592,14,920,224,238,150,1127,0
2078,85,13,0,0,735,238,218,109,108,1
2403,33,28,42,19,630,203,167,85,1307,0
2672,170,22,201,93,1761,230,243,133,1183,0
2184,40,36,342,219,382,198,138,48,256,0
2614,203,12,30,6,1506,214,251,170,313,0
2595,100,13,150,44,1315,242,221,107,366,0
2027,128,34,319,128,319,252,197,42,870,0
2272,344,35,268,147,1072,131,164,157,1206,0
2374,78,26,127,34,120,243,184,55,842,0
2602,133,8,270,-1,1433,233,236,135,1048,0
2212,333,13,67,30,1289,189,223,173,987,0
2187,32,31,108,55,1065,196,155,76,1559,0
2353,77,14,150,77,1610,237,212,103,808,0
1911,40,30,201,61,210,206,160,70,874,0
2324,62,19,85,40,1020,232,196,89,787,0
2491,43,35,212,90,1120,204,144,49,924,0
2471,86,14,60,-19,1116,239,216,105,1461,0
2647,152,18,283,46,488,239,237,120,247,0
2527,59,18,153,58,1020,230,199,95,824,0
2151,139,20,0,0,914,245,230,104,693,1
2107,13,25,573,146,658,187,181,122,301,0
2042,78,27,0,0,342,242,180,51,781,0
2395,313,26,180,103,430,143,211,204,684,0
2138,321,18,309,133,379,171,219,187,666,0
2206,83,24,85,45,576,245,189,60,738,0
2408,192,9,210,57,390,220,248,162,702,0
2209,349,21,0,0,1426,177,200,158,765,0
2403,323,27,180,73,738,141,200,193,518,0
2615,168,14,418,76,1590,231,245,142,2039,0
2454,97,11,323,182,1167,239,224,114,792,0
2374,190,28,30,14,488,207,248,156,1249,0
2551,153,2,582,28,902,222,239,153,1087,0
2587,69,4,384,134,467,224,231,143,268,0
2477,329,14,469,207,1103,186,223,176,661,0
2166,285,22,175,102,603,153,233,217,361,0
2353,319,14,175,44,1339,184,227,182,376,0
2069,108,37,390,202,417,253,170,0,990,0
2350,313,31,216,20,607,123,199,208,564,0
2296,187,17,0,0,1170,220,250,158,997,1
2369,237,13,362,202,1409,196,251,191,658,0
2589,222,21,268,168,1784,188,254,196,514,0
2479,305,22,283,16,120,155,223,205,594,0
2414,273,23,210,39,313,154,239,222,566,0
2212,9,22,90,25,1008,190,190,131,335,0
2467,164,28,270,-82,1233,232,235,114,1455,0
2418,4,21,90,39,940,186,194,140,618,0
2482,20,6,150,-3,212,216,227,148,1198,0
2432,2,6,242,45,782,211,228,154,787,0
2716,104,15,190,-5,2355,245,219,99,2420,0
2245,274,22,300,150,450,157,240,219,511,0
2635,0,6,270,-4,957,212,229,155,779,0
2085,47,38,67,38,1008,204,133,33,451,0
2292,146,14,67,13,170,238,237,126,360,0
2344,125,15,42,7,1449,244,228,109,417,0
2543,86,38,67,33,1691,244,151,0,1022,0
2237,333,19,255,158,390,174,213,176,558,0
2565,85,14,216,41,1224,240,215,102,1209,0
2663,228,14,60,7,1959,198,252,189,1892,0
2542,247,15,256,63,2289,188,250,199,469,0
2549,110,14,85,-3,1304,244,223,106,1380,0
2529,204,28,255,120,1423,192,251,178,875,0
2312,350,25,242,115,1655,167,191,156,953,0
2066,253,35,90,36,418,120,237,239,513,0
2168,337,22,270,104,541,167,204,174,495,0
2520,78,13,175,37,212,236,216,109,1747,0
2588,85,24,558,190,1027,246,191,61,912,0
2227,170,12,258,91,85,229,245,146,330,0
2179,318,17,218,115,582,174,223,188,424,0
2284,118,35,175,96,1624,254,184,0,95,0
2355,33,10,457,196,1266,218,218,135,598,0
2212,331,28,218,91,1020,144,193,182,1237,0
2044,80,31,153,24,234,243,168,32,612,0
2534,293,6,285,51,242,203,239,175,1818,0
2302,110,14,60,15,1259,243,224,107,900,0
2223,267,21,335,156,511,161,243,219,256,0
2292,183,13,162,40,361,223,248,156,495,0
2690,215,21,285,83,2110,194,254,189,2532,0
2368,153,27,42,19,324,241,229,100,940,0
2371,248,21,488,162,283,171,250,213,742,0
2241,33,26,192,92,589,205,174,92,1635,0
2326,144,15,228,128,966,240,236,120,787,0
2135,329,25,0,0,865,151,201,185,716,0
2411,171,18,418,68,594,229,245,140,808,0
